id,survey_year,job_title,job_category,experience_level,education_level,country,continent,currency,company_size,industry,employment_type,work_setting,base_salary_usd,annual_bonus_usd,stock_grant_usd,total_compensation_usd,job_satisfaction,years_at_company,primary_skills,ai_adoption_level,gender,salary_usd,seniority_name,seniority_code,seniority_id,ubicacion_id,work_setting_id,gender_id,tecnologia_principal,tecnologia_id,categoria_principal
6688,2024,Machine Learning Engineer,Machine Learning,Senior (6-10 yrs),Master's,Canada,North America,CAD,Startup (1-50),Media & Entertainment,Full-time,On-site,127600,11700,48500,187800,3.0,5,Rust; dbt; JavaScript,Partial,Female,127600,Senior,3.0,3.0,10,3,2.0,Rust,23,Backend
6689,2022,Backend Developer,Software Engineering,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Startup (1-50),Technology,Full-time,On-site,151900,14500,0,166400,3.2,0,LangChain; JavaScript; Azure,Significant,Female,151900,Senior,3.0,3.0,5,3,2.0,LangChain,21,AI/ML
6690,2022,Analytics Engineer,Data Engineering,Senior (6-10 yrs),Master's,India,Asia,INR,Medium (201-1000),Finance & Banking,Full-time,On-site,45900,5000,11600,62500,2.8,0,SQL; Spark; Excel; Power BI,Partial,Female,45900,Senior,3.0,3.0,3,3,2.0,SQL,9,Database
6691,2024,Cloud Architect,Software Engineering,Entry (0-2 yrs),Master's,United States,North America,USD,Large (1001-10000),E-Commerce & Retail,Full-time,Remote,156100,12200,0,168300,3.1,2,Java; C++; GCP,AI-First,Male,156100,Junior,1.0,1.0,5,1,1.0,Java,27,Backend
6692,2025,Data Analyst,Data Science,Mid (3-5 yrs),Master's,Germany,Europe,EUR,Startup (1-50),Energy & Utilities,Full-time,Remote,70900,200,18700,89800,3.9,1,JavaScript; R,Experimenting,Male,70900,Mid,2.0,2.0,7,1,1.0,JavaScript,1,Frontend
6693,2024,AI Research Scientist,Machine Learning,Senior (6-10 yrs),Master's,United States,North America,USD,Medium (201-1000),Government & Defense,Full-time,Remote,259200,49000,0,308200,4.9,2,Spark; OpenCV; Docker; Tableau; Python,Significant,Female,259200,Senior,3.0,3.0,5,1,2.0,Spark,14,Data
6694,2020,NLP Engineer,Machine Learning,Entry (0-2 yrs),Master's,France,Europe,EUR,Large (1001-10000),Insurance,Full-time,Remote,84700,2100,12400,99200,2.3,2,Hadoop; R; OpenCV; dbt,Significant,Non-binary,84700,Junior,1.0,1.0,1,1,3.0,Hadoop,5,Data
6695,2021,Full Stack Developer,Software Engineering,Entry (0-2 yrs),Bachelor's,United Kingdom,Europe,GBP,Medium (201-1000),Energy & Utilities,Full-time,Remote,65300,900,0,66200,3.1,2,Rust; Java,Partial,Male,65300,Junior,1.0,1.0,6,1,1.0,Rust,23,Backend
6696,2024,Business Intelligence Analyst,Data Science,Mid (3-5 yrs),Master's,Israel,Asia,ILS,Medium (201-1000),Consulting,Full-time,Remote,115600,6700,0,122300,4.2,2,Airflow; R; Hadoop; LangChain; TensorFlow,Experimenting,Male,115600,Mid,2.0,2.0,13,1,1.0,Airflow,22,DevOps
6697,2021,AI Research Scientist,Machine Learning,Mid (3-5 yrs),Bachelor's,Germany,Europe,EUR,Medium (201-1000),Healthcare & Pharma,Freelance,On-site,174000,7500,58000,239500,2.3,0,GCP; Go,,Male,174000,Mid,2.0,2.0,7,3,1.0,GCP,12,Cloud
6698,2022,Machine Learning Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,India,Asia,INR,Large (1001-10000),Automotive,Full-time,On-site,54300,5500,5100,64900,3.1,1,Airflow; PyTorch; OpenCV; JavaScript,Experimenting,Male,54300,Senior,3.0,3.0,3,3,1.0,Airflow,22,DevOps
6699,2022,Robotics Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,Japan,Asia,JPY,Medium (201-1000),Healthcare & Pharma,Full-time,On-site,103700,3600,0,107300,3.4,3,LangChain; Power BI; Python; OpenCV,,Male,103700,Mid,2.0,2.0,8,3,1.0,LangChain,21,AI/ML
6700,2025,Business Intelligence Analyst,Data Science,Mid (3-5 yrs),Master's,Saudi Arabia,Asia,SAR,Large (1001-10000),Finance & Banking,Full-time,Hybrid,105400,2800,22400,130600,3.3,3,LangChain; TensorFlow,Experimenting,Female,105400,Mid,2.0,2.0,11,2,2.0,LangChain,21,AI/ML
6701,2024,Software Engineer,Software Engineering,Entry (0-2 yrs),Bachelor's,United States,North America,USD,Small (51-200),Finance & Banking,Full-time,Hybrid,108400,4900,28700,142000,3.4,0,LangChain; Python,,Female,108400,Junior,1.0,1.0,5,2,2.0,LangChain,21,AI/ML
6702,2021,Quantitative Analyst,Data Science,Entry (0-2 yrs),Master's,Germany,Europe,EUR,Large (1001-10000),E-Commerce & Retail,Full-time,Remote,77900,5300,0,83200,4.6,2,Scala; LangChain; Kubernetes,Significant,Male,77900,Junior,1.0,1.0,7,1,1.0,Scala,2,Otra
6703,2023,Quantitative Analyst,Data Science,Entry (0-2 yrs),Master's,Singapore,Asia,SGD,Large (1001-10000),Technology,Full-time,Hybrid,126700,1400,0,128100,3.9,2,Power BI; Spark; Azure; Airflow; TensorFlow,AI-First,Male,126700,Junior,1.0,1.0,15,2,1.0,Power BI,4,Data
6704,2021,AI Product Manager,Management,Senior (6-10 yrs),Bachelor's,Germany,Europe,EUR,Medium (201-1000),Education & Research,Full-time,Remote,139300,9700,48700,197700,4.0,3,Scala; LangChain; GCP,Experimenting,Female,139300,Senior,3.0,3.0,7,1,2.0,Scala,2,Otra
6705,2023,Prompt Engineer,Machine Learning,Lead (11-15 yrs),Master's,United States,North America,USD,Small (51-200),Healthcare & Pharma,Part-time,Hybrid,147300,15700,16100,179100,3.7,0,R; Go,Experimenting,Female,147300,Lead,4.0,4.0,5,2,2.0,R,16,Otra
6706,2025,Cybersecurity Analyst,Cybersecurity,Entry (0-2 yrs),Bachelor's,Spain,Europe,EUR,Small (51-200),Finance & Banking,Part-time,Remote,29200,1700,0,30900,3.1,1,Scala; JavaScript; PyTorch,AI-First,Male,29200,Junior,1.0,1.0,17,1,1.0,Scala,2,Otra
6707,2025,AI Product Manager,Management,Mid (3-5 yrs),PhD,Brazil,South America,BRL,Enterprise (10000+),Finance & Banking,Full-time,Remote,96800,4500,0,101300,2.9,0,Hadoop; Java,Significant,Male,96800,Mid,2.0,2.0,4,1,1.0,Hadoop,5,Data
6708,2021,Generative AI Engineer,Machine Learning,Entry (0-2 yrs),Bachelor's,Canada,North America,CAD,Small (51-200),Technology,Full-time,Remote,99400,7900,29900,137200,3.7,2,Docker; Rust,Significant,Prefer not to say,99400,Junior,1.0,1.0,10,1,0.0,Docker,11,Cloud
6709,2024,Data Scientist,Data Science,Entry (0-2 yrs),Master's,United Kingdom,Europe,GBP,Enterprise (10000+),Media & Entertainment,Full-time,Hybrid,101800,3400,31800,137000,4.7,2,Scala; Airflow; Python,Experimenting,Male,101800,Junior,1.0,1.0,6,2,1.0,Scala,2,Otra
6710,2021,Data Analyst,Data Science,Senior (6-10 yrs),Master's,United States,North America,USD,Startup (1-50),Healthcare & Pharma,Freelance,Remote,178700,21700,62500,262900,4.3,1,PyTorch; dbt; C++; AWS,Partial,Male,178700,Senior,3.0,3.0,5,1,1.0,PyTorch,19,AI/ML
6711,2023,DevOps Engineer,Software Engineering,Entry (0-2 yrs),Bachelor's,United Kingdom,Europe,GBP,Medium (201-1000),Technology,Full-time,Remote,93800,6000,12300,112100,4.7,2,Excel; Kafka; Power BI; Docker; OpenCV,Significant,Female,93800,Junior,1.0,1.0,6,1,2.0,Excel,24,Data
6712,2021,Business Intelligence Analyst,Data Science,Mid (3-5 yrs),Master's,Australia,Oceania,AUD,Medium (201-1000),Automotive,Full-time,Remote,76200,1600,0,77800,2.7,0,SQL; Airflow; Go; Python,AI-First,Male,76200,Mid,2.0,2.0,2,1,1.0,SQL,9,Database
6713,2023,Computer Vision Engineer,Machine Learning,Entry (0-2 yrs),PhD,Singapore,Asia,SGD,Medium (201-1000),Technology,Full-time,Remote,144700,8500,0,153200,2.9,2,Scala; Hugging Face,Experimenting,Male,144700,Junior,1.0,1.0,15,1,1.0,Scala,2,Otra
6714,2022,Data Engineer,Data Engineering,Senior (6-10 yrs),Master's,United States,North America,USD,Small (51-200),Technology,Full-time,Remote,248400,12400,43900,304700,4.2,3,Spark; Excel; OpenCV; Java; Kafka,Significant,Male,248400,Senior,3.0,3.0,5,1,1.0,Spark,14,Data
6715,2024,NLP Engineer,Machine Learning,Entry (0-2 yrs),Master's,Canada,North America,CAD,Startup (1-50),Technology,Full-time,Remote,100400,11400,10100,121900,3.3,2,PyTorch; C++; dbt,Partial,Male,100400,Junior,1.0,1.0,10,1,1.0,PyTorch,19,AI/ML
6716,2024,Cloud Architect,Software Engineering,Senior (6-10 yrs),Bachelor's,Japan,Asia,JPY,Startup (1-50),Consulting,Contract,On-site,176700,8500,22000,207200,3.9,0,LangChain; R; Go; Rust,Partial,Male,176700,Senior,3.0,3.0,8,3,1.0,LangChain,21,AI/ML
6717,2024,Cloud Architect,Software Engineering,Senior (6-10 yrs),PhD,Japan,Asia,JPY,Enterprise (10000+),Consulting,Full-time,Hybrid,234000,19000,62200,315200,4.6,2,Power BI; Kubernetes; Spark; Python; LangChain,Experimenting,Female,234000,Senior,3.0,3.0,8,2,2.0,Power BI,4,Data
6718,2024,Full Stack Developer,Software Engineering,Lead (11-15 yrs),Bachelor's,United States,North America,USD,Startup (1-50),Education & Research,Full-time,Remote,187700,22300,14500,224500,3.0,0,Power BI; Airflow; Kafka; Rust; dbt,Significant,Female,187700,Lead,4.0,4.0,5,1,2.0,Power BI,4,Data
6719,2023,Full Stack Developer,Software Engineering,Lead (11-15 yrs),Master's,India,Asia,INR,Startup (1-50),E-Commerce & Retail,Full-time,Remote,42100,7800,0,49900,3.3,0,Java; R,Significant,Prefer not to say,42100,Lead,4.0,4.0,3,1,0.0,Java,27,Backend
6720,2024,Machine Learning Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,Japan,Asia,JPY,Large (1001-10000),Consulting,Full-time,Remote,149000,3900,59400,212300,3.2,1,AWS; Rust; TensorFlow; GCP; Kafka,Experimenting,Female,149000,Mid,2.0,2.0,8,1,2.0,AWS,18,Cloud
6721,2023,Quantitative Analyst,Data Science,Mid (3-5 yrs),Master's,Japan,Asia,JPY,Large (1001-10000),Consulting,Full-time,Hybrid,184700,9300,50400,244400,3.5,5,GCP; Docker; Python,Experimenting,Female,184700,Mid,2.0,2.0,8,2,2.0,GCP,12,Cloud
6722,2021,Data Engineer,Data Engineering,Mid (3-5 yrs),PhD,France,Europe,EUR,Medium (201-1000),Consulting,Full-time,Hybrid,146600,4800,26900,178300,4.3,5,PyTorch; Azure; Tableau,Experimenting,Female,146600,Mid,2.0,2.0,1,2,2.0,PyTorch,19,AI/ML
6723,2023,Database Administrator,Data Engineering,Lead (11-15 yrs),Master's,India,Asia,INR,Medium (201-1000),Technology,Full-time,On-site,60100,9600,18900,88600,2.4,0,PyTorch; Airflow,AI-First,Male,60100,Lead,4.0,4.0,3,3,1.0,PyTorch,19,AI/ML
6724,2024,Data Scientist,Data Science,Senior (6-10 yrs),High School,United States,North America,USD,Enterprise (10000+),E-Commerce & Retail,Full-time,Remote,191000,16500,38800,246300,3.9,3,GCP; Power BI; LangChain; AWS; Spark,Partial,Male,191000,Senior,3.0,3.0,5,1,1.0,GCP,12,Cloud
6725,2021,Robotics Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Medium (201-1000),Energy & Utilities,Full-time,Remote,147000,13800,0,160800,4.0,2,Power BI; Tableau; GCP; TensorFlow,Experimenting,Female,147000,Mid,2.0,2.0,5,1,2.0,Power BI,4,Data
6726,2020,Engineering Manager,Management,Mid (3-5 yrs),PhD,India,Asia,INR,Startup (1-50),Consulting,Full-time,On-site,42400,200,4400,47000,2.1,4,JavaScript; Docker; TensorFlow; dbt; Excel,Partial,Female,42400,Mid,2.0,2.0,3,3,2.0,JavaScript,1,Frontend
6727,2021,Robotics Engineer,Machine Learning,Entry (0-2 yrs),Bachelor's,Brazil,South America,BRL,Startup (1-50),Education & Research,Freelance,Remote,25800,1800,0,27600,3.4,2,PyTorch; Excel; Kafka; Docker; Rust,Significant,Male,25800,Junior,1.0,1.0,4,1,1.0,PyTorch,19,AI/ML
6728,2021,Machine Learning Engineer,Machine Learning,Senior (6-10 yrs),Master's,United States,North America,USD,Small (51-200),Media & Entertainment,Full-time,Hybrid,195200,15800,19700,230700,3.4,7,Rust; Excel; Hadoop; Kubernetes; AWS,Experimenting,Male,195200,Senior,3.0,3.0,5,2,1.0,Rust,23,Backend
6729,2024,Backend Developer,Software Engineering,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Large (1001-10000),E-Commerce & Retail,Full-time,Remote,161900,19100,26400,207400,3.2,5,Spark; Kafka; LangChain; Kubernetes; Docker,Significant,Male,161900,Mid,2.0,2.0,5,1,1.0,Spark,14,Data
6730,2025,Cybersecurity Analyst,Cybersecurity,Mid (3-5 yrs),Bachelor's,Israel,Asia,ILS,Medium (201-1000),Technology,Full-time,On-site,129000,9800,33000,171800,4.1,1,R; Excel; GCP; JavaScript; Java,,Prefer not to say,129000,Mid,2.0,2.0,13,3,0.0,R,16,Otra
6731,2021,Cybersecurity Analyst,Cybersecurity,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Startup (1-50),Healthcare & Pharma,Freelance,Hybrid,97000,2000,23500,122500,3.7,5,AWS; Hadoop; LangChain,Significant,Female,97000,Mid,2.0,2.0,5,2,2.0,AWS,18,Cloud
6732,2022,AI Product Manager,Management,Executive (16+ yrs),Master's,India,Asia,INR,Small (51-200),Technology,Full-time,On-site,94700,13700,36400,144800,3.3,4,JavaScript; Tableau; OpenCV; Docker; Kubernetes,Experimenting,Male,94700,No especificado,0.0,0.0,3,3,1.0,JavaScript,1,Frontend
6733,2021,AI Product Manager,Management,Senior (6-10 yrs),PhD,Switzerland,Europe,CHF,Medium (201-1000),Finance & Banking,Full-time,Remote,317100,39500,0,356600,3.6,3,R; Scala; Kubernetes; Rust,AI-First,Male,317100,Senior,3.0,3.0,12,1,1.0,R,16,Otra
6734,2024,Engineering Manager,Management,Entry (0-2 yrs),Master's,Germany,Europe,EUR,Small (51-200),Government & Defense,Full-time,Hybrid,90700,3000,0,93700,3.3,2,SQL; Spark; Power BI; C++; Hugging Face,,Non-binary,90700,Junior,1.0,1.0,7,2,3.0,SQL,9,Database
6735,2024,MLOps Engineer,Machine Learning,Entry (0-2 yrs),Bachelor's,United States,North America,USD,Startup (1-50),Technology,Part-time,Hybrid,64400,3300,23500,91200,2.9,0,Power BI; Kubernetes,Significant,Male,64400,Junior,1.0,1.0,5,2,1.0,Power BI,4,Data
6736,2024,Frontend Developer,Software Engineering,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Small (51-200),E-Commerce & Retail,Full-time,Remote,126300,12700,0,139000,4.8,6,Docker; Tableau; Python,Partial,Female,126300,Senior,3.0,3.0,5,1,2.0,Docker,11,Cloud
6737,2021,Cybersecurity Analyst,Cybersecurity,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Enterprise (10000+),Technology,Freelance,Remote,179300,1700,71000,252000,3.4,2,Rust; LangChain; Power BI,Experimenting,Male,179300,Mid,2.0,2.0,5,1,1.0,Rust,23,Backend
6738,2024,NLP Engineer,Machine Learning,Senior (6-10 yrs),Master's,United States,North America,USD,Medium (201-1000),Technology,Freelance,Remote,331100,16900,108000,456000,3.3,1,R; Hugging Face,AI-First,Female,331100,Senior,3.0,3.0,5,1,2.0,R,16,Otra
6739,2023,Data Scientist,Data Science,Senior (6-10 yrs),Bachelor's,Canada,North America,CAD,Medium (201-1000),Technology,Full-time,Remote,154900,7600,0,162500,3.9,1,Kafka; Hadoop; TensorFlow,,Female,154900,Senior,3.0,3.0,10,1,2.0,Kafka,17,Data
6740,2021,Product Manager (Tech),Management,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Enterprise (10000+),Technology,Full-time,Remote,201600,12500,65800,279900,4.1,0,Scala; Hadoop,Partial,Female,201600,Mid,2.0,2.0,5,1,2.0,Scala,2,Otra
6741,2022,Computer Vision Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,Germany,Europe,EUR,Large (1001-10000),Healthcare & Pharma,Full-time,Remote,129600,8800,35700,174100,5.0,0,TensorFlow; Tableau; Power BI; SQL; AWS,AI-First,Female,129600,Mid,2.0,2.0,7,1,2.0,TensorFlow,25,AI/ML
6742,2022,NLP Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,United Kingdom,Europe,GBP,Small (51-200),Telecommunications,Full-time,Hybrid,131600,4400,52300,188300,3.6,0,SQL; Rust; Kubernetes,AI-First,Male,131600,Mid,2.0,2.0,6,2,1.0,SQL,9,Database
6743,2021,Product Manager (Tech),Management,Entry (0-2 yrs),Bachelor's,United States,North America,USD,Enterprise (10000+),Education & Research,Freelance,Hybrid,93900,3400,32000,129300,3.1,0,R; Kubernetes; Java,,Male,93900,Junior,1.0,1.0,5,2,1.0,R,16,Otra
6744,2024,Analytics Engineer,Data Engineering,Entry (0-2 yrs),Master's,South Korea,Asia,KRW,Large (1001-10000),Consulting,Full-time,On-site,56100,3200,6600,65900,2.6,2,LangChain; Go; Spark; TensorFlow; OpenCV,Partial,Male,56100,Junior,1.0,1.0,16,3,1.0,LangChain,21,AI/ML
6745,2025,Cloud Architect,Software Engineering,Mid (3-5 yrs),Bachelor's,Switzerland,Europe,CHF,Startup (1-50),Consulting,Full-time,Hybrid,213000,14100,20600,247700,3.9,3,Scala; Azure; C++; Spark; SQL,Partial,Male,213000,Mid,2.0,2.0,12,2,1.0,Scala,2,Otra
6746,2023,Full Stack Developer,Software Engineering,Entry (0-2 yrs),Bachelor's,Germany,Europe,EUR,Startup (1-50),E-Commerce & Retail,Part-time,Remote,27000,1400,10100,38500,2.8,1,Kubernetes; Docker; Rust; Azure; Excel,Significant,Male,27000,Junior,1.0,1.0,7,1,1.0,Kubernetes,15,Cloud
6747,2025,AI Research Scientist,Machine Learning,Senior (6-10 yrs),Master's,United Kingdom,Europe,GBP,Small (51-200),E-Commerce & Retail,Full-time,Hybrid,213400,32000,18600,264000,3.7,2,dbt; GCP; Azure; C++,Experimenting,Male,213400,Senior,3.0,3.0,6,2,1.0,dbt,6,Database
6748,2024,Cybersecurity Analyst,Cybersecurity,Entry (0-2 yrs),Bachelor's,Switzerland,Europe,CHF,Enterprise (10000+),Technology,Full-time,Hybrid,126800,10000,23500,160300,4.3,0,Rust; PyTorch; Excel; Power BI; Hugging Face,AI-First,Female,126800,Junior,1.0,1.0,12,2,2.0,Rust,23,Backend
6749,2024,AI Research Scientist,Machine Learning,Entry (0-2 yrs),Master's,United States,North America,USD,Large (1001-10000),Healthcare & Pharma,Full-time,Remote,169200,13900,0,183100,3.8,1,C++; Spark; SQL; Python; Rust,,Male,169200,Junior,1.0,1.0,5,1,1.0,C++,26,Backend
6750,2025,Software Engineer,Software Engineering,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Startup (1-50),Technology,Full-time,Remote,209100,18500,81900,309500,3.7,1,Java; Tableau,Experimenting,Male,209100,Senior,3.0,3.0,5,1,1.0,Java,27,Backend
6751,2021,Data Scientist,Data Science,Lead (11-15 yrs),Master's,United States,North America,USD,Large (1001-10000),Finance & Banking,Full-time,Hybrid,317100,30000,0,347100,4.4,7,TensorFlow; Rust; AWS,Partial,Prefer not to say,317100,Lead,4.0,4.0,5,2,0.0,TensorFlow,25,AI/ML
6752,2023,Cybersecurity Analyst,Cybersecurity,Executive (16+ yrs),Master's,United States,North America,USD,Medium (201-1000),Finance & Banking,Full-time,Remote,378800,28100,125000,531900,3.5,1,Docker; Azure; PyTorch; JavaScript; Kubernetes,Partial,Female,378800,No especificado,0.0,0.0,5,1,2.0,Docker,11,Cloud
6753,2024,Frontend Developer,Software Engineering,Mid (3-5 yrs),Bachelor's,Canada,North America,CAD,Medium (201-1000),Technology,Full-time,Hybrid,102300,6400,0,108700,3.4,1,Docker; Rust; PyTorch; TensorFlow; Kafka,Experimenting,Male,102300,Mid,2.0,2.0,10,2,1.0,Docker,11,Cloud
6754,2023,Robotics Engineer,Machine Learning,Entry (0-2 yrs),Bachelor's,Saudi Arabia,Asia,SAR,Large (1001-10000),Telecommunications,Full-time,On-site,59900,4700,0,64600,3.0,2,Kafka; Tableau; Java; Go; Rust,,Female,59900,Junior,1.0,1.0,11,3,2.0,Kafka,17,Data
6755,2021,Software Engineer,Software Engineering,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Startup (1-50),Technology,Full-time,Remote,161200,12600,0,173800,3.0,2,R; PyTorch,Significant,Male,161200,Senior,3.0,3.0,5,1,1.0,R,16,Otra
6756,2025,Computer Vision Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,France,Europe,EUR,Enterprise (10000+),Energy & Utilities,Full-time,Hybrid,152500,20600,12900,186000,3.2,2,Python; GCP; AWS; Scala,,Male,152500,Senior,3.0,3.0,1,2,1.0,Python,13,Backend
6757,2025,Quantitative Analyst,Data Science,Senior (6-10 yrs),Master's,India,Asia,INR,Large (1001-10000),E-Commerce & Retail,Full-time,Hybrid,60300,7300,0,67600,3.6,2,LangChain; Power BI,Partial,Prefer not to say,60300,Senior,3.0,3.0,3,2,0.0,LangChain,21,AI/ML
6758,2025,Engineering Manager,Management,Entry (0-2 yrs),PhD,Brazil,South America,BRL,Medium (201-1000),Technology,Contract,Hybrid,70500,6000,20600,97100,3.2,1,OpenCV; Docker,AI-First,Male,70500,Junior,1.0,1.0,4,2,1.0,OpenCV,8,AI/ML
6759,2022,NLP Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,India,Asia,INR,Medium (201-1000),E-Commerce & Retail,Contract,Remote,56800,5200,6200,68200,3.9,0,Excel; Docker; Scala; Azure,Experimenting,Male,56800,Senior,3.0,3.0,3,1,1.0,Excel,24,Data
6760,2022,Product Manager (Tech),Management,Lead (11-15 yrs),PhD,Germany,Europe,EUR,Enterprise (10000+),Finance & Banking,Full-time,On-site,326000,42500,124700,493200,3.6,4,Kafka; OpenCV; Rust,Partial,Male,326000,Lead,4.0,4.0,7,3,1.0,Kafka,17,Data
6761,2024,Computer Vision Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,France,Europe,EUR,Medium (201-1000),E-Commerce & Retail,Full-time,On-site,159700,21900,20300,201900,2.4,2,LangChain; Spark; TensorFlow,Experimenting,Female,159700,Senior,3.0,3.0,1,3,2.0,LangChain,21,AI/ML
6762,2023,Backend Developer,Software Engineering,Mid (3-5 yrs),Master's,India,Asia,INR,Large (1001-10000),Media & Entertainment,Full-time,Remote,36000,400,10900,47300,3.8,2,Kafka; Java; JavaScript; SQL; Kubernetes,Significant,Male,36000,Mid,2.0,2.0,3,1,1.0,Kafka,17,Data
6763,2023,Data Analyst,Data Science,Mid (3-5 yrs),Bachelor's,South Korea,Asia,KRW,Large (1001-10000),Technology,Full-time,On-site,56000,4800,0,60800,3.2,2,LangChain; Azure,Partial,Male,56000,Mid,2.0,2.0,16,3,1.0,LangChain,21,AI/ML
6764,2021,Quantitative Analyst,Data Science,Lead (11-15 yrs),PhD,Australia,Oceania,AUD,Small (51-200),Media & Entertainment,Full-time,Hybrid,218100,10800,37400,266300,3.0,1,Power BI; Hadoop; Go,Significant,Female,218100,Lead,4.0,4.0,2,2,2.0,Power BI,4,Data
6765,2021,Data Analyst,Data Science,Mid (3-5 yrs),Bachelor's,Brazil,South America,BRL,Enterprise (10000+),Consulting,Contract,Remote,36000,3500,0,39500,2.5,3,Java; Excel,AI-First,Female,36000,Mid,2.0,2.0,4,1,2.0,Java,27,Backend
6766,2022,Product Manager (Tech),Management,Lead (11-15 yrs),Bachelor's,India,Asia,INR,Small (51-200),Consulting,Full-time,Hybrid,57400,9300,0,66700,3.0,1,JavaScript; LangChain; Tableau; Scala,Partial,Male,57400,Lead,4.0,4.0,3,2,1.0,JavaScript,1,Frontend
6767,2021,DevOps Engineer,Software Engineering,Mid (3-5 yrs),High School,India,Asia,INR,Enterprise (10000+),Technology,Full-time,Hybrid,30100,2400,4300,36800,3.3,0,LangChain; Excel; Go; Hugging Face; Kubernetes,,Female,30100,Mid,2.0,2.0,3,2,2.0,LangChain,21,AI/ML
6768,2022,Analytics Engineer,Data Engineering,Senior (6-10 yrs),Bachelor's,United Kingdom,Europe,GBP,Enterprise (10000+),E-Commerce & Retail,Full-time,Remote,169500,14000,0,183500,3.4,2,Spark; Azure,Significant,Male,169500,Senior,3.0,3.0,6,1,1.0,Spark,14,Data
