id,survey_year,job_title,job_category,experience_level,education_level,country,continent,currency,company_size,industry,employment_type,work_setting,base_salary_usd,annual_bonus_usd,stock_grant_usd,total_compensation_usd,job_satisfaction,years_at_company,primary_skills,ai_adoption_level,gender
7116,2020,Computer Vision Engineer,Machine Learning,Mid (3-5 yrs),Master's,United States,North America,USD,Small (51-200),Media & Entertainment,Freelance,Remote,161900,2100,48400,212400,3.8,2,AWS; Kubernetes; Power BI,AI-First,Prefer not to say
7117,2021,Business Intelligence Analyst,Data Science,Lead (11-15 yrs),Master's,France,Europe,EUR,Enterprise (10000+),Automotive,Contract,Hybrid,181000,11700,0,192700,4.9,1,dbt; Docker; Airflow; Python,Partial,Male
7118,2024,Full Stack Developer,Software Engineering,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Startup (1-50),Consulting,Full-time,Remote,156800,6200,50000,213000,3.5,0,Kafka; GCP; JavaScript,None,Male
7119,2022,Computer Vision Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Medium (201-1000),Finance & Banking,Full-time,On-site,210300,900,0,211200,3.4,4,AWS; GCP; Hadoop,Significant,Male
7120,2020,Analytics Engineer,Data Engineering,Mid (3-5 yrs),Master's,Canada,North America,CAD,Large (1001-10000),Consulting,Full-time,Hybrid,132800,0,0,132800,4.0,1,Rust; LangChain; JavaScript,Significant,Male
7121,2024,Quantitative Analyst,Data Science,Senior (6-10 yrs),PhD,United States,North America,USD,Small (51-200),Technology,Full-time,Remote,355500,38100,123000,516600,3.5,0,TensorFlow; Hugging Face; PyTorch,AI-First,Male
7122,2023,Data Engineer,Data Engineering,Senior (6-10 yrs),Master's,India,Asia,INR,Startup (1-50),Healthcare & Pharma,Contract,Remote,65100,4100,0,69200,2.8,4,Java; R; C++,Partial,Female
7123,2023,Business Intelligence Analyst,Data Science,Entry (0-2 yrs),PhD,Singapore,Asia,SGD,Medium (201-1000),Finance & Banking,Full-time,On-site,73300,3400,21000,97700,2.9,2,Kubernetes; GCP; OpenCV; PyTorch; Go,Significant,Male
7124,2025,Frontend Developer,Software Engineering,Senior (6-10 yrs),Bachelor's,Germany,Europe,EUR,Large (1001-10000),Technology,Full-time,Remote,176100,13600,0,189700,4.4,1,PyTorch; Hadoop; SQL,Partial,Male
7125,2024,Frontend Developer,Software Engineering,Entry (0-2 yrs),Bachelor's,Japan,Asia,JPY,Large (1001-10000),Media & Entertainment,Part-time,On-site,26400,0,0,26400,4.2,2,Tableau; JavaScript; Python,Significant,Male
7126,2024,Business Intelligence Analyst,Data Science,Mid (3-5 yrs),Bachelor's,United Kingdom,Europe,GBP,Enterprise (10000+),Technology,Contract,Remote,113500,0,43300,156800,4.1,1,Rust; Docker; Excel; R; Airflow,Significant,Male
7127,2020,Data Engineer,Data Engineering,Mid (3-5 yrs),Master's,Canada,North America,CAD,Enterprise (10000+),Finance & Banking,Full-time,Hybrid,162600,0,0,162600,4.0,1,Hugging Face; R; Azure; Spark; C++,Experimenting,Male
7128,2025,Generative AI Engineer,Machine Learning,Mid (3-5 yrs),Master's,United States,North America,USD,Large (1001-10000),Education & Research,Full-time,Remote,180100,14000,14600,208700,3.6,2,GCP; Azure; Spark,Significant,Male
7129,2025,Prompt Engineer,Machine Learning,Entry (0-2 yrs),PhD,United States,North America,USD,Medium (201-1000),Consulting,Full-time,Remote,122300,5100,0,127400,4.0,0,AWS; C++; Go; LangChain,Partial,Male
7130,2024,Software Engineer,Software Engineering,Lead (11-15 yrs),High School,UAE,Asia,AED,Enterprise (10000+),Technology,Full-time,Hybrid,172600,20800,56700,250100,3.7,1,Java; JavaScript,AI-First,Male
7131,2022,DevOps Engineer,Software Engineering,Senior (6-10 yrs),Master's,Australia,Oceania,AUD,Large (1001-10000),Technology,Contract,Remote,228400,12600,42800,283800,3.2,6,Docker; Azure; AWS; Rust; Hugging Face,Partial,Male
7132,2024,Analytics Engineer,Data Engineering,Senior (6-10 yrs),Master's,Canada,North America,CAD,Small (51-200),Technology,Full-time,Remote,164300,16800,29200,210300,4.7,1,C++; Airflow; Excel; Hugging Face,Significant,Male
7133,2021,DevOps Engineer,Software Engineering,Mid (3-5 yrs),PhD,Poland,Europe,PLN,Medium (201-1000),E-Commerce & Retail,Full-time,Remote,58700,4900,7600,71200,3.8,0,Hadoop; Azure; Spark,Significant,Male
7134,2025,MLOps Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,Brazil,South America,BRL,Enterprise (10000+),Finance & Banking,Full-time,Remote,79300,8000,0,87300,3.0,2,PyTorch; Spark; JavaScript; Excel; Rust,Experimenting,Male
7135,2021,Prompt Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,Saudi Arabia,Asia,SAR,Small (51-200),Insurance,Full-time,Remote,84200,1200,0,85400,4.0,0,Docker; SQL; PyTorch; Kubernetes; Azure,Partial,Male
7136,2024,Computer Vision Engineer,Machine Learning,Senior (6-10 yrs),Master's,United States,North America,USD,Small (51-200),Technology,Contract,On-site,414100,35000,121200,570300,3.3,1,Hadoop; Azure; Go,Experimenting,Male
7137,2022,Product Manager (Tech),Management,Mid (3-5 yrs),PhD,United States,North America,USD,Enterprise (10000+),Finance & Banking,Part-time,Remote,179500,6700,29400,215600,3.2,3,Docker; Python; Airflow,Experimenting,Male
7138,2025,Computer Vision Engineer,Machine Learning,Entry (0-2 yrs),Bachelor's,Brazil,South America,BRL,Large (1001-10000),Consulting,Full-time,Remote,40300,3600,0,43900,3.8,2,Hugging Face; TensorFlow; Go,Experimenting,Female
7139,2025,Software Engineer,Software Engineering,Senior (6-10 yrs),Master's,France,Europe,EUR,Large (1001-10000),Automotive,Full-time,Hybrid,197100,23400,0,220500,2.9,7,OpenCV; SQL; Spark; R; JavaScript,Significant,Male
7140,2025,Quantitative Analyst,Data Science,Entry (0-2 yrs),PhD,United States,North America,USD,Large (1001-10000),Technology,Full-time,Remote,177600,9600,0,187200,4.2,1,Hadoop; dbt,Partial,Prefer not to say
7141,2020,Product Manager (Tech),Management,Entry (0-2 yrs),Master's,Israel,Asia,ILS,Startup (1-50),Healthcare & Pharma,Full-time,Hybrid,73700,6100,0,79800,3.4,0,Hadoop; R,Experimenting,Female
7142,2025,Software Engineer,Software Engineering,Mid (3-5 yrs),Bachelor's,Canada,North America,CAD,Large (1001-10000),Technology,Contract,On-site,146800,14400,0,161200,3.0,0,Python; Scala,Partial,Male
7143,2022,DevOps Engineer,Software Engineering,Entry (0-2 yrs),Bachelor's,India,Asia,INR,Medium (201-1000),Telecommunications,Contract,Hybrid,28600,2700,9800,41100,1.7,2,C++; Azure,Partial,Male
7144,2024,Computer Vision Engineer,Machine Learning,Entry (0-2 yrs),Bachelor's,France,Europe,EUR,Enterprise (10000+),E-Commerce & Retail,Full-time,On-site,85900,8500,0,94400,3.5,2,Kafka; Hadoop; Go,Partial,Male
7145,2024,AI Product Manager,Management,Entry (0-2 yrs),Bachelor's,United States,North America,USD,Large (1001-10000),Technology,Full-time,Remote,166000,16000,0,182000,3.0,2,Python; Rust; AWS,Experimenting,Male
7146,2023,Data Scientist,Data Science,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Large (1001-10000),Education & Research,Freelance,Remote,176500,21200,0,197700,4.4,8,Hugging Face; Tableau; OpenCV,Partial,Female
7147,2024,AI Research Scientist,Machine Learning,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Startup (1-50),Education & Research,Contract,Hybrid,140000,7800,0,147800,2.5,1,Kubernetes; Go; GCP,Experimenting,Male
7148,2021,Quantitative Analyst,Data Science,Senior (6-10 yrs),Master's,Canada,North America,CAD,Enterprise (10000+),Technology,Full-time,Remote,283500,45600,64100,393200,3.7,1,Hadoop; LangChain; OpenCV,Partial,Female
7149,2022,Robotics Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,India,Asia,INR,Large (1001-10000),Technology,Part-time,Hybrid,23800,0,0,23800,2.7,3,SQL; Tableau; Kafka; Java,Partial,Prefer not to say
7150,2020,Cloud Architect,Software Engineering,Senior (6-10 yrs),Bachelor's,Canada,North America,CAD,Small (51-200),Media & Entertainment,Full-time,Remote,127500,10600,21700,159800,3.8,2,Spark; Java,None,Male
7151,2025,Cloud Architect,Software Engineering,Mid (3-5 yrs),Master's,Canada,North America,CAD,Startup (1-50),Healthcare & Pharma,Full-time,Hybrid,138600,15600,0,154200,3.1,2,Java; Rust; OpenCV,Experimenting,Male
7152,2023,Backend Developer,Software Engineering,Mid (3-5 yrs),Bachelor's,Australia,Oceania,AUD,Small (51-200),Automotive,Part-time,Remote,53900,7100,0,61000,3.5,0,Airflow; Rust,Significant,Male
7153,2024,Quantitative Analyst,Data Science,Executive (16+ yrs),Bachelor's,Germany,Europe,EUR,Medium (201-1000),Automotive,Full-time,Remote,260400,15500,0,275900,3.5,2,AWS; Python; Go; SQL; Scala,Partial,Male
7154,2020,DevOps Engineer,Software Engineering,Senior (6-10 yrs),Master's,Sweden,Europe,SEK,Medium (201-1000),Telecommunications,Contract,Remote,150800,15500,0,166300,3.5,0,SQL; R,None,Male
7155,2025,Backend Developer,Software Engineering,Mid (3-5 yrs),Master's,United Kingdom,Europe,GBP,Medium (201-1000),Technology,Full-time,Hybrid,125900,0,42700,168600,3.4,2,Tableau; Spark; dbt; Docker,Significant,Non-binary
7156,2023,Data Engineer,Data Engineering,Entry (0-2 yrs),PhD,United States,North America,USD,Medium (201-1000),Technology,Part-time,Remote,75300,400,0,75700,4.0,2,Hugging Face; Java; Scala; dbt; OpenCV,AI-First,Male
7157,2024,Prompt Engineer,Machine Learning,Entry (0-2 yrs),Master's,United Kingdom,Europe,GBP,Small (51-200),Technology,Full-time,Remote,78600,7700,0,86300,2.7,0,Airflow; LangChain; Tableau; SQL,Partial,Male
7158,2024,DevOps Engineer,Software Engineering,Executive (16+ yrs),Bachelor's,United States,North America,USD,Startup (1-50),Insurance,Full-time,On-site,279300,34600,0,313900,4.4,3,Python; SQL; Kafka,Significant,Male
7159,2023,DevOps Engineer,Software Engineering,Mid (3-5 yrs),Master's,Japan,Asia,JPY,Large (1001-10000),Technology,Full-time,Remote,136300,11100,0,147400,3.6,0,OpenCV; Rust; Excel; GCP,Significant,Prefer not to say
7160,2021,Cloud Architect,Software Engineering,Mid (3-5 yrs),Master's,India,Asia,INR,Enterprise (10000+),Technology,Full-time,Remote,52100,2300,0,54400,3.0,2,Python; SQL; Java; TensorFlow; LangChain,AI-First,Female
7161,2024,Cybersecurity Analyst,Cybersecurity,Executive (16+ yrs),Master's,Singapore,Asia,SGD,Startup (1-50),Technology,Full-time,Hybrid,229000,14500,0,243500,4.3,5,Hugging Face; Tableau; Azure; Docker,Experimenting,Female
7162,2025,MLOps Engineer,Machine Learning,Senior (6-10 yrs),Master's,Brazil,South America,BRL,Startup (1-50),Energy & Utilities,Full-time,Remote,76800,12700,0,89500,4.0,4,Rust; OpenCV,Significant,Male
7163,2024,Cloud Architect,Software Engineering,Senior (6-10 yrs),High School,South Korea,Asia,KRW,Medium (201-1000),Finance & Banking,Full-time,Remote,146500,19200,0,165700,2.8,5,Spark; Kubernetes,Partial,Male
7164,2022,Data Scientist,Data Science,Senior (6-10 yrs),PhD,United States,North America,USD,Large (1001-10000),Education & Research,Contract,Hybrid,224700,27600,0,252300,3.9,0,LangChain; TensorFlow; C++; JavaScript; Kubernetes,Partial,Male
7165,2022,Backend Developer,Software Engineering,Mid (3-5 yrs),PhD,Brazil,South America,BRL,Small (51-200),Finance & Banking,Full-time,On-site,46800,0,16100,62900,2.8,2,TensorFlow; Rust,Experimenting,Male
7166,2025,Generative AI Engineer,Machine Learning,Mid (3-5 yrs),Master's,United States,North America,USD,Enterprise (10000+),Finance & Banking,Full-time,Hybrid,337600,14700,0,352300,3.1,1,R; Hugging Face,AI-First,Male
7167,2020,Quantitative Analyst,Data Science,Senior (6-10 yrs),Master's,Germany,Europe,EUR,Medium (201-1000),Healthcare & Pharma,Full-time,Hybrid,197600,21800,0,219400,3.9,2,Spark; dbt; R; Kubernetes; C++,AI-First,Male
7168,2024,AI Product Manager,Management,Senior (6-10 yrs),Master's,United States,North America,USD,Enterprise (10000+),Telecommunications,Full-time,Remote,253500,21500,0,275000,4.3,1,Tableau; Excel; OpenCV,Experimenting,Male
7169,2023,Computer Vision Engineer,Machine Learning,Lead (11-15 yrs),PhD,Germany,Europe,EUR,Large (1001-10000),Healthcare & Pharma,Full-time,Remote,292300,10900,0,303200,3.5,5,Scala; TensorFlow; R,AI-First,Male
7170,2023,NLP Engineer,Machine Learning,Entry (0-2 yrs),Bachelor's,United States,North America,USD,Startup (1-50),Education & Research,Contract,Remote,85700,4700,5100,95500,3.4,2,R; Airflow,None,Female
7171,2021,Computer Vision Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,South Korea,Asia,KRW,Enterprise (10000+),Technology,Full-time,On-site,150400,16900,0,167300,3.9,1,Scala; JavaScript,Experimenting,Female
7172,2024,Backend Developer,Software Engineering,Senior (6-10 yrs),Bachelor's,Germany,Europe,EUR,Small (51-200),Telecommunications,Contract,Remote,131200,17500,10800,159500,3.7,1,Airflow; Kafka,Partial,Male
7173,2024,Data Engineer,Data Engineering,Mid (3-5 yrs),Master's,United States,North America,USD,Small (51-200),Technology,Full-time,On-site,208700,23900,0,232600,3.6,3,LangChain; Go; OpenCV,Partial,Male
7174,2024,Full Stack Developer,Software Engineering,Senior (6-10 yrs),Master's,France,Europe,EUR,Enterprise (10000+),Finance & Banking,Full-time,On-site,165100,27900,0,193000,3.9,0,SQL; Python; Go; R,Significant,Prefer not to say
7175,2023,Cloud Architect,Software Engineering,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Startup (1-50),Healthcare & Pharma,Full-time,Remote,214900,32200,85000,332100,3.8,0,JavaScript; Python,AI-First,Male
7176,2020,Software Engineer,Software Engineering,Mid (3-5 yrs),Master's,Germany,Europe,EUR,Large (1001-10000),Healthcare & Pharma,Full-time,Remote,117400,0,36200,153600,3.9,5,Tableau; OpenCV; Power BI; Azure; Rust,Partial,Female
7177,2025,NLP Engineer,Machine Learning,Senior (6-10 yrs),Master's,Germany,Europe,EUR,Large (1001-10000),Finance & Banking,Full-time,On-site,247200,20400,0,267600,3.3,1,Tableau; C++,Partial,Male
7178,2020,Data Scientist,Data Science,Entry (0-2 yrs),Master's,United States,North America,USD,Startup (1-50),Technology,Full-time,Hybrid,98900,3400,0,102300,2.3,0,Rust; JavaScript; PyTorch; Tableau,Experimenting,Male
7179,2022,Computer Vision Engineer,Machine Learning,Senior (6-10 yrs),Master's,India,Asia,INR,Enterprise (10000+),Technology,Full-time,On-site,74600,13700,0,88300,2.7,1,LangChain; JavaScript; Tableau; Docker,Experimenting,Female
7180,2024,Data Engineer,Data Engineering,Senior (6-10 yrs),Bachelor's,France,Europe,EUR,Small (51-200),Consulting,Full-time,Remote,161200,17100,0,178300,3.8,1,TensorFlow; JavaScript; Tableau,Significant,Non-binary
7181,2021,Product Manager (Tech),Management,Entry (0-2 yrs),Bachelor's,Canada,North America,CAD,Small (51-200),Finance & Banking,Contract,Remote,80700,1500,6400,88600,3.4,1,LangChain; Tableau,Significant,Male
7182,2023,Database Administrator,Data Engineering,Mid (3-5 yrs),Master's,Spain,Europe,EUR,Startup (1-50),Automotive,Full-time,Remote,57500,1400,0,58900,4.0,0,Hadoop; Azure; Go; GCP; TensorFlow,Experimenting,Female
7183,2022,Generative AI Engineer,Machine Learning,Senior (6-10 yrs),Master's,United States,North America,USD,Medium (201-1000),E-Commerce & Retail,Freelance,Remote,315600,43600,0,359200,4.6,3,OpenCV; Power BI,Significant,Male
7184,2022,Backend Developer,Software Engineering,Mid (3-5 yrs),PhD,UAE,Asia,AED,Medium (201-1000),Healthcare & Pharma,Full-time,Hybrid,141500,18600,0,160100,3.9,0,Rust; Scala; OpenCV; SQL,Experimenting,Prefer not to say
7185,2020,Robotics Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,Canada,North America,CAD,Medium (201-1000),Telecommunications,Full-time,On-site,100100,7100,0,107200,3.7,5,R; Spark; JavaScript,None,Female
7186,2020,Machine Learning Engineer,Machine Learning,Entry (0-2 yrs),Bachelor's,France,Europe,EUR,Large (1001-10000),Education & Research,Full-time,Remote,57000,1700,14500,73200,2.5,2,OpenCV; JavaScript; dbt; Go; Java,Partial,Male
7187,2022,Computer Vision Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Large (1001-10000),Technology,Full-time,Remote,296000,24300,0,320300,4.1,6,Tableau; Python,Experimenting,Male
7188,2022,Analytics Engineer,Data Engineering,Mid (3-5 yrs),PhD,France,Europe,EUR,Medium (201-1000),Consulting,Full-time,Hybrid,139400,3900,0,143300,3.9,4,Airflow; C++; Go,None,Female
7189,2020,Cloud Architect,Software Engineering,Mid (3-5 yrs),Bachelor's,India,Asia,INR,Large (1001-10000),Education & Research,Contract,Remote,41000,2300,0,43300,3.8,1,Azure; LangChain; Airflow,Partial,Male
7190,2023,Data Analyst,Data Science,Executive (16+ yrs),Bachelor's,Canada,North America,CAD,Medium (201-1000),E-Commerce & Retail,Freelance,On-site,168400,25800,37600,231800,4.1,2,LangChain; R; dbt,Experimenting,Male
7191,2021,Robotics Engineer,Machine Learning,Entry (0-2 yrs),Master's,United States,North America,USD,Enterprise (10000+),Finance & Banking,Full-time,Remote,139200,11800,0,151000,3.5,2,Kafka; Hugging Face,Experimenting,Male
7192,2023,Data Engineer,Data Engineering,Executive (16+ yrs),Master's,India,Asia,INR,Large (1001-10000),Media & Entertainment,Full-time,Remote,80300,7700,0,88000,2.7,0,TensorFlow; Kafka,Significant,Female
7193,2023,Generative AI Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,Canada,North America,CAD,Large (1001-10000),Media & Entertainment,Full-time,Remote,142700,4600,0,147300,2.6,0,Scala; Spark; JavaScript; C++,Partial,Female
7194,2025,AI Research Scientist,Machine Learning,Senior (6-10 yrs),High School,United States,North America,USD,Medium (201-1000),Finance & Banking,Full-time,Remote,222900,25000,0,247900,4.2,0,R; OpenCV; Power BI; Python,Significant,Female
7195,2020,Frontend Developer,Software Engineering,Entry (0-2 yrs),Bachelor's,South Korea,Asia,KRW,Small (51-200),Healthcare & Pharma,Contract,On-site,41300,2000,11400,54700,2.9,1,SQL; GCP,Partial,Male
7196,2023,Prompt Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Enterprise (10000+),Technology,Full-time,Hybrid,166100,6700,0,172800,3.2,0,Hadoop; Tableau; PyTorch,Partial,Male
7197,2024,Business Intelligence Analyst,Data Science,Entry (0-2 yrs),Master's,United Kingdom,Europe,GBP,Enterprise (10000+),Government & Defense,Full-time,On-site,65200,3400,0,68600,2.9,2,Airflow; Python,Partial,Female
7198,2025,NLP Engineer,Machine Learning,Mid (3-5 yrs),Master's,United States,North America,USD,Small (51-200),Healthcare & Pharma,Full-time,Hybrid,223100,15500,46700,285300,3.3,4,Rust; SQL,AI-First,Female
7199,2022,Backend Developer,Software Engineering,Senior (6-10 yrs),Bachelor's,Israel,Asia,ILS,Medium (201-1000),Finance & Banking,Full-time,Remote,201400,11500,0,212900,3.6,1,AWS; Java; dbt; Kafka,Partial,Female
7200,2021,Robotics Engineer,Machine Learning,Mid (3-5 yrs),Master's,United States,North America,USD,Large (1001-10000),Technology,Contract,Remote,216600,700,0,217300,3.8,0,Hugging Face; Go,Partial,Male
7201,2023,DevOps Engineer,Software Engineering,Mid (3-5 yrs),Master's,Singapore,Asia,SGD,Enterprise (10000+),Healthcare & Pharma,Full-time,Hybrid,128500,4000,26200,158700,2.8,0,OpenCV; Tableau,Significant,Prefer not to say
7202,2023,Machine Learning Engineer,Machine Learning,Mid (3-5 yrs),Master's,Netherlands,Europe,EUR,Small (51-200),Technology,Freelance,Hybrid,150000,6000,42500,198500,3.7,1,Go; Scala,AI-First,Male
7203,2024,Frontend Developer,Software Engineering,Mid (3-5 yrs),Bachelor's,India,Asia,INR,Startup (1-50),Technology,Full-time,Remote,26500,2700,1400,30600,3.0,0,Docker; Hugging Face; GCP; Excel,Partial,Female
7204,2024,Data Engineer,Data Engineering,Senior (6-10 yrs),Master's,Australia,Oceania,AUD,Enterprise (10000+),Healthcare & Pharma,Full-time,Remote,194500,24800,0,219300,3.7,1,Tableau; SQL,Partial,Non-binary
